imei1,activation_time
353319580377106,2022-07-23 13:00:08.2480
353319580377148,
353319580377163,2022-07-30 09:22:05.1480
353319580377189,2022-07-30 22:18:32.0500
353319580377221,2022-07-26 13:56:28.6350
353319580377247,2022-07-29 06:20:25.8380
353319580377262,2022-07-26 14:34:45.2330
353319580377288,
353319580377304,2022-07-23 10:52:50.4750
353319580377320,2022-09-20 08:56:06.2120
353319580377346,2022-07-27 18:12:27.1970
353319580377361,
353319580377387,2022-07-23 12:05:13.9080
353319580377403,2022-07-29 16:43:51.3600
353319580377429,2022-07-22 12:31:03.8600
353319580377445,2022-09-16 13:20:04.6030
353319580377460,2022-07-26 15:56:19.9140
353319580377486,2022-12-23 10:06:47.3910
353319580377502,2022-07-22 15:52:56.1350
353319580377528,2022-10-06 10:50:46.4410
353319580377544,2022-07-28 16:26:56.1900
353319580377585,
353319580377601,2022-08-26 12:53:32.0540
353319580377627,2022-10-08 18:12:45.3780
353319580377643,2022-08-02 20:03:29.7130
353319580377668,2022-07-29 18:08:11.4350
353319580377684,2022-09-27 14:29:29.7920
353319580377700,2022-09-09 12:23:20.7420
353319580377726,2022-08-13 11:07:58.9530
353319580377742,2022-09-14 16:26:23.6050
353319580377767,2022-07-23 15:22:37.6940
353319580377783,2023-01-01 20:29:19.7980
353319580377809,2022-07-26 14:22:05.7160
353319580377841,2022-07-28 13:42:43.6630
353319580377866,2022-07-29 11:33:30.8470
353319580377882,2022-08-08 15:25:21.0640
353319580377908,2022-09-01 18:03:06.6330
353319580377924,2022-08-06 11:50:03.4720
353319580377940,2022-07-23 13:05:23.4110
353319580377965,2022-08-18 06:26:01.7390
353319580377981,2023-02-03 16:46:08.1240
353319580378005,2022-07-22 20:55:40.3730
353319580378047,2022-07-26 18:11:47.8360
353319580378062,2022-07-26 14:02:07.9570
353319580378088,2022-12-13 10:27:40.6230
353319580378120,2022-12-18 16:08:42.3700
353319580378146,
353319580378187,
353319580378203,
353319580378229,2022-08-02 11:00:22.2590
353319580378245,2023-01-27 14:57:27.5220
353319580378260,2022-08-03 08:59:47.3000
353319580378286,2022-10-14 10:29:14.9450
353319580378302,2022-08-04 13:58:58.6290
353319580378328,2022-10-20 17:38:46.7420
353319580378344,2022-12-05 11:29:49.3570
353319580378385,2022-08-01 17:20:38.8060
353319580378401,2022-07-25 15:03:02.1250
353319580378427,
353319580378443,2022-09-23 14:04:49.6040
353319580378468,2022-07-23 16:42:37.3890
353319580378484,2022-10-05 15:26:12.1620
353319580378500,2022-07-24 21:56:48.4030
353319580378526,2022-10-24 09:06:27.2750
353319580378542,2022-12-01 22:43:19.3860
353319580378567,2022-11-27 14:26:08.7760
353319580378583,2022-08-08 18:53:06.9950
353319580378609,2022-11-26 21:21:56.1320
353319580378625,
353319580378641,
353319580378682,2022-07-23 10:31:47.3470
353319580378724,2023-02-07 15:03:49.3040
353319580378740,
353319580378765,
353319580378781,2022-08-22 20:15:15.1230
353319580378807,2022-07-27 12:57:36.2450
353319580378823,2022-08-06 07:18:14.6180
353319580378849,2022-08-03 16:34:12.5760
353319580378864,
353319580378880,
353319580378906,
353319580378922,
353319580378948,2022-08-07 07:03:55.1670
353319580378963,2022-10-07 15:22:27.3450
353319580378989,2022-07-27 17:37:57.5600
353319580379003,2022-07-22 15:09:25.4780
353319580379029,2022-09-07 15:20:55.9940
353319580379045,2022-12-17 16:34:51.5400
353319580379060,
353319580379086,2022-07-23 08:52:00.1120
353319580379128,2022-07-28 15:57:44.4670
353319580379169,2022-08-27 15:42:27.1650
353319580379201,
353319580379243,2022-08-03 18:03:45.2530
353319580379268,
353319580379284,
353319580379300,2022-09-11 16:31:26.3850
353319580379342,2022-09-09 11:39:00.6380
353319580379367,
353319580379383,
353319580379409,2022-08-09 09:10:03.3330
353319580379425,
353319580379441,
353319580379466,2022-09-08 11:28:22.1730
353319580379482,
353319580379508,2022-11-05 16:53:32.1770
353319580379524,2022-07-26 20:52:26.3440
353319580379540,2022-08-31 20:59:35.0160
353319580379565,2022-07-27 10:08:59.4280
353319580379607,
353319580379623,2022-09-07 13:34:52.9680
353319580379649,2022-07-28 19:59:17.8690
353319580379664,
353319580379680,2022-07-22 13:20:56.5730
353319580379706,2022-07-23 07:12:49.6650
353319580379722,2022-07-23 04:37:50.5620
353319580379748,2022-08-16 16:00:02.3780
353319580379763,
353319580379789,2022-08-10 11:00:29.1550
353319580379821,
353319580379847,2022-07-22 11:19:05.6580
353319580379862,2022-07-22 11:35:28.7470
353319580379888,
353319580379904,2022-07-25 10:16:00.7190
353319580379920,2022-10-29 18:37:05.8170
353319580379946,
353319580379961,2022-07-30 13:41:09.8090
353319580379987,2022-09-09 13:26:51.3660
353319580380001,2022-10-19 09:57:28.2190
353319580380027,
353319580380100,2022-08-14 09:43:06.6340
353319580380126,
353319580380142,2022-07-23 13:59:29.9050
353319580380167,
353319580380209,
353319580380225,
353319580380241,
353319580380266,
353319580380282,2022-09-27 18:48:31.4410
353319580380308,2022-09-03 13:26:36.9050
353319580380324,2022-08-10 16:46:15.0450
353319580380340,2022-08-02 15:37:33.6270
353319580380365,2022-08-11 08:18:37.8890
353319580380381,
353319580380407,
353319580380423,
353319580380449,2022-07-25 13:00:56.0900
353319580380480,
353319580380548,
353319580380605,
353319580380621,
353319580380662,2022-07-26 17:23:07.5730
353319580380704,
353319580380720,2022-07-21 09:49:49.0660
353319580380746,2022-08-27 12:43:11.4460
353319580380761,
353319580380787,2022-08-11 11:16:59.6790
353319580380803,2022-08-09 17:53:54.3380
353319580380829,2022-07-21 09:52:11.6140
353319580380845,2022-08-06 06:39:15.2280
353319580380860,
353319580380886,2022-07-30 09:27:45.3070
353319580380902,2022-12-27 04:37:41.5750
353319580380928,
353319580380944,
353319580380969,
353319580380985,
353319580381009,2022-07-21 15:10:42.0770
353319580381025,2022-09-29 14:06:46.8140
353319580381041,2022-08-12 17:21:28.8220
353319580381082,2022-08-16 13:04:59.5090
353319580381124,2022-10-06 18:13:55.0520
353319580381140,
353319580381165,
353319580381181,2022-07-22 14:45:34.3380
353319580381207,
353319580381223,2022-08-08 17:34:03.3080
353319580381249,
353319580381264,2022-08-16 15:14:01.7350
353319580381280,2022-08-12 13:22:54.3310
353319580381306,2022-07-23 16:20:45.8160
353319580381322,
353319580381348,2022-08-03 14:10:28.2800
353319580381389,2022-08-22 13:27:09.7350
353319580381421,2022-07-26 14:27:10.1870
353319580381447,2022-12-25 08:04:16.6200
353319580381462,2022-11-11 17:56:10.7170
353319580381504,2022-08-06 14:21:32.8130
353319580381520,
353319580381546,2022-09-03 13:59:43.1750
353319580381587,
353319580381603,2022-11-04 13:28:43.8700
353319580381629,2022-09-10 16:26:33.9350
353319580381660,2022-08-13 11:26:24.2100
353319580381686,2022-07-21 01:21:22.4430
353319580381702,2022-08-17 16:34:23.0350
353319580381728,
353319580381744,2023-01-05 17:34:52.7340
353319580381769,2022-08-10 04:35:42.9440
353319580381785,2022-07-23 01:45:33.5800
353319580381801,2023-01-07 20:01:36.8450
353319580381827,
353319580381843,2022-10-11 10:16:53.1220
353319580381868,
353319580381884,2022-08-27 20:56:31.4890
353319580381900,2022-07-22 12:28:53.7230
353319580381926,2022-07-27 07:31:32.0930
353319580381942,2022-07-28 21:35:43.2760
353319580381967,2022-09-17 15:16:03.5540
353319580381983,
353319580382007,2022-07-29 11:06:33.6670
353319580382023,
353319580382049,2022-07-21 14:51:16.0290
353319580382064,2022-09-15 19:47:06.5210
353319580382106,2022-07-29 18:00:14.5960
353319580382189,2022-07-21 18:54:54.8390
353319580382205,
353319580382221,2022-08-29 10:51:23.2030
353319580382247,
353319580382262,2022-11-21 14:10:30.3360
353319580382304,2022-09-06 14:09:22.1180
353319580382320,
353319580382346,
353319580382361,2022-07-31 20:35:30.7290
353319580382387,2022-09-21 14:20:34.8690
353319580382429,2022-07-21 15:17:51.8610
353319580382460,2023-01-03 15:49:15.8950
353319580382486,
353319580382528,2022-07-22 13:31:07.5150
353319580382544,
353319580382585,2022-08-02 16:52:00.3920
353319580382643,2022-07-31 19:41:40.9320
353319580382684,2022-07-23 12:56:00.6890
353319580382700,2022-07-25 12:50:00.3540
353319580382742,2022-07-22 16:29:34.2320
353319580382825,2022-08-08 12:50:57.2350
353319580382841,2022-09-29 18:41:40.7400
353319580382866,2022-12-28 16:26:15.3010
353319580382882,2022-08-27 15:42:31.6410
353319580382908,2022-07-21 15:10:49.8850
353319580382924,2022-07-29 09:09:49.0470
353319580382940,2022-07-25 15:47:08.8900
353319580382965,
353319580382981,2022-07-24 14:41:18.7460
353319580383047,2022-12-19 16:00:23.9950
353319580383088,2022-07-22 17:04:27.5010
353319580383104,2022-12-05 18:53:27.9780
353319580383120,2022-07-21 19:20:25.5600
353319580383146,2022-08-02 13:03:06.9340
353319580383229,
353319580383260,2023-01-10 18:28:32.6840
353319580383302,
353319580383328,
353319580383344,2022-08-04 09:13:48.4930
353319580383369,2022-07-26 12:35:46.9180
353319580383385,2022-07-30 17:39:26.4560
353319580383401,2022-11-08 18:08:39.5410
353319580383427,2022-07-23 12:43:01.9700
353319580383443,2022-11-26 15:02:44.1250
353319580383468,2022-07-21 15:08:42.9050
353319580383484,2022-09-09 11:45:22.8740
353319580383500,
353319580383526,2022-08-03 10:13:10.2650
353319580383542,2022-07-23 10:59:31.7790
353319580383567,
353319580383583,2022-09-30 13:24:29.4260
353319580383609,
353319580383625,2022-08-04 19:18:08.2750
353319580383641,2022-10-07 14:12:26.8130
353319580383682,2022-07-21 12:24:23.2570
353319580383708,2022-07-23 08:51:45.8690
353319580383724,2022-12-01 15:55:26.6330
353319580383740,2022-07-27 12:49:20.8360
353319580383765,2022-07-23 13:25:57.5310
353319580383781,2022-11-02 16:39:07.2540
353319580383807,2022-07-23 01:09:19.8280
353319580383823,2022-11-26 17:09:25.6860
353319580386065,
353319580403845,2022-08-23 17:04:38.8870
353319580427026,
353319580427620,
353319580428404,2022-10-14 17:59:37.8910
353319580429006,
353319580429063,2022-12-13 18:17:31.6100
353319580429089,2022-09-16 13:23:53.9990
353319580429667,
353319580429725,2022-10-30 12:38:52.8950
353319580429865,
353319580429907,2022-09-06 18:46:01.9630
353319580430020,
353319580430103,
353319580430160,
353319580430327,2022-12-25 08:41:28.5990
353319580430905,2022-08-26 16:54:46.6250
353319580431226,2022-08-29 12:04:20.7760
353319580431705,
353319580431861,2022-09-05 15:21:17.6610
353319580431887,2022-07-26 08:33:20.5560
353319580431929,2022-08-22 14:47:57.6930
353319580431986,2022-08-26 10:35:31.6980
353319580432000,2022-11-17 17:43:13.2310
353319580432026,
353319580432042,
353319580432224,2022-09-19 11:34:05.5320
353319580432281,2022-12-27 13:26:28.4050
353319580432380,
353319580432729,2023-01-07 14:57:45.1920
353319580432984,
353319580433149,2022-07-30 14:53:20.2230
353319580434089,
353319580434402,2022-07-22 10:04:56.7660
353319580434501,2022-09-06 13:10:39.7610
353319580434527,2022-07-23 07:09:04.6690
353319580434584,2022-07-25 12:12:14.7870
353319580434881,
353319580434980,2022-11-14 15:37:48.2670
353319580435185,
353319580435243,2022-07-23 04:52:20.0350
353319580435300,2022-11-21 17:21:41.4400
353319580435425,2022-08-08 12:55:49.9730
353319580435805,2022-07-22 08:51:46.5200
353319580435888,2022-09-28 12:43:37.7430
353319580436340,2022-07-23 10:25:32.2610
353319580436365,2022-08-20 16:17:48.8670
353319580436423,
353319580436464,2023-02-07 10:21:02.1580
353319580437322,
353319580437421,2022-08-09 14:51:27.1030
353319580437504,
353319580437603,2022-10-23 09:45:59.5060
353319580438148,2022-08-25 10:48:16.7910
353319580438361,2022-10-05 18:06:54.1880
353319580438460,
353319580438585,2022-12-27 17:40:32.4040
353319580439567,2022-08-27 12:30:55.8070
353319580439708,
353319580439724,
353319580440102,
353319580440201,
353319580440326,
353319580440623,2022-08-26 08:11:55.1800
353319580440789,2023-01-27 15:54:28.2980
353319580440847,2022-08-17 14:11:15.3710
353319580440904,2022-08-11 16:27:20.2230
353319580440920,
353319580440946,2022-09-03 17:41:13.2400
353319580440961,
353319580441449,
353319580441464,2022-08-19 11:35:38.1880
353319580441548,
353319580441589,
353319580441605,
353319580441688,
353319580441720,2022-12-30 21:28:33.6070
353319580441761,2022-07-29 16:01:07.4250
353319580441787,2022-10-29 17:09:42.1030
353319580441829,
353319580441845,2023-01-05 15:48:06.4830
353319580441860,
353319580441886,2022-08-19 11:32:06.0490
353319580441902,2022-09-05 19:07:47.7830
353319580441928,2023-01-09 23:30:54.0660
353319580441944,2022-07-28 07:29:22.6200
353319580441969,2022-07-22 23:08:02.5170
353319580442009,2022-10-17 11:45:09.8120
353319580442025,
353319580442041,
353319580442066,2022-07-25 11:36:23.2000
353319580442082,2023-01-26 15:27:05.1470
353319580442124,2022-08-06 11:55:23.4300
353319580442140,2022-10-01 18:47:01.8790
353319580442165,2022-12-19 22:41:26.7400
353319580442181,2023-01-14 08:53:32.1570
353319580442207,2022-08-09 15:35:11.7870
353319580442249,
353319580442264,2022-09-07 17:07:48.6370
353319580442280,2022-10-06 13:17:41.9440
353319580442306,2022-07-22 22:18:19.1810
353319580442348,
353319580442363,2022-09-15 11:37:33.0300
353319580442389,2022-07-26 11:23:26.6270
353319580442405,2022-08-29 14:54:25.0060
353319580442421,
353319580442447,2022-08-25 10:38:20.3570
353319580442462,
353319580442488,
353319580442546,
353319580442561,2022-10-06 15:18:29.8580
353319580442587,2022-10-31 10:59:55.0560
353319580442603,2022-12-29 14:13:21.1190
353319580442629,2022-08-25 13:44:01.6570
353319580442660,2022-10-14 12:03:47.3120
353319580442702,2022-08-14 12:37:43.3980
353319580442769,2022-09-06 16:53:05.9880
353319580442785,
353319580442827,
353319580442868,
353319580442884,2022-08-13 17:31:14.2400
353319580442900,2023-02-01 13:26:19.4210
353319580442926,2022-12-13 08:59:06.4030
353319580443007,2022-07-26 19:53:10.2760
353319580443049,
353319580443064,2022-08-12 08:10:02.2190
353319580443106,
353319580443122,2022-10-21 07:55:39.0410
353319580443163,2022-08-15 11:21:56.6740
353319580443189,2023-01-10 17:52:55.7750
353319580443247,2022-09-26 15:41:46.3000
353319580443445,2022-12-21 19:37:03.3090
353319580443528,2022-09-07 16:12:05.8510
353319580443668,2023-01-22 01:45:26.7500
353319580443700,
353319580443825,2022-12-12 13:07:01.2250
353319580444203,
353319580444245,2022-07-25 10:05:04.3360
353319580444286,2022-08-05 10:16:41.2900
353319580444328,2022-07-27 07:39:47.4030
353319580444369,2022-07-27 17:16:34.2510
353319580444385,
353319580444484,2022-11-05 15:06:05.0120
353319580444500,
353319580444526,
353319580444542,
353319580444567,2022-09-02 15:51:17.8560
353319580444583,2022-11-03 14:36:54.6840
353319580444609,2022-10-12 10:45:41.9680
353319580444625,2022-07-29 15:59:11.7800
353319580444641,2022-11-08 12:58:32.1040
353319580444666,2022-08-20 08:25:54.1640
353319580444682,
353319580444740,2022-08-16 11:19:48.8310
353319580444765,2022-08-10 17:13:24.7730
353319580444807,2022-08-26 14:23:32.6490
353319580444849,2022-08-11 14:39:30.3660
353319580444864,
353319580444880,2022-08-13 13:42:21.2530
353319580444922,2023-01-20 09:19:38.5510
353319580444948,2022-07-22 08:27:24.7250
353319580444963,2022-08-08 10:46:36.5330
353319580444989,
353319580445002,2022-09-13 18:08:49.6060
353319580445028,
353319580445044,2022-07-27 16:40:02.5440
353319580445069,2022-10-09 12:42:27.0760
353319580445085,2022-12-05 10:20:39.3830
353319580445101,2022-07-25 12:03:16.3790
353319580445127,
353319580445143,2022-10-27 13:18:50.9970
353319580445168,
353319580445226,2022-09-29 17:21:56.6690
353319580445242,2022-08-12 10:14:37.8680
353319580445267,
353319580445283,2022-08-29 19:50:37.5190
353319580445325,2022-08-09 11:12:37.4940
353319580445341,2022-08-09 19:57:33.8300
353319580445382,2022-09-27 15:56:24.9810
353319580445424,2022-09-28 12:38:26.2050
353319580445440,2022-10-14 11:07:06.7970
353319580445481,
353319580445507,2022-08-26 21:53:35.6190
353319580445523,2022-09-02 14:24:06.3730
353319580445549,2022-12-29 15:58:54.5710
353319580445564,2023-02-09 17:57:11.4510
353319580445606,2022-11-12 10:40:26.5980
353319580445689,2022-08-19 17:09:16.9340
353319580445705,
353319580445721,2022-11-23 16:14:03.5900
353319580445747,2022-09-13 17:36:23.2230
353319580445762,2022-08-04 12:58:24.3840
353319580445788,
353319580445804,
353319580445846,2022-09-24 04:42:55.2820
353319580445929,2022-11-09 19:55:18.3880
353319580445986,2023-01-17 18:08:25.7020
353319580446026,
353319580446109,2022-11-09 13:57:13.5890
353319580446125,2022-08-26 09:08:42.2970
353319580446349,
353319580446364,2022-07-29 07:48:06.8360
353319580446521,
353319580446588,
353319580446646,2022-10-13 18:45:35.6910
353319580446661,
353319580446760,2022-08-27 15:42:39.0440
353319580446844,2022-11-02 14:10:49.7820
353319580446885,2022-08-10 14:57:06.4960
353319580446901,2022-07-30 10:47:48.3680
353319580447065,
353319580447149,2022-08-01 08:00:22.5000
353319580447180,
353319580447206,2022-07-22 13:37:20.0870
353319580447222,2022-11-29 15:37:46.1430
353319580447263,2022-12-24 20:06:25.4280
353319580447305,2022-08-13 12:33:10.4360
353319580447420,
353319580447446,2022-10-15 11:14:24.3720
353319580447487,
353319580447545,2022-07-28 11:50:02.7370
353319580447560,
353319580447842,2022-12-31 13:43:21.9720
353319580447909,2022-08-26 14:40:09.3420
353319580447966,2022-12-07 12:08:22.7610
353319580447982,2022-08-01 22:19:12.4170
353319580448022,2022-08-31 14:06:42.5380
353319580448048,2022-09-04 16:57:37.7780
353319580448063,2022-12-13 15:45:21.9060
353319580448089,2022-09-15 04:26:37.8980
353319580448147,2022-10-11 21:37:08.1280
353319580448188,2022-08-23 15:26:29.3160
353319580448204,2022-08-02 11:47:02.3680
353319580448220,2022-11-17 19:27:43.4320
353319580448287,
353319580448303,2022-08-19 09:31:56.5680
353319580448360,2022-07-28 09:25:32.4520
353319580448386,
353319580448402,2022-08-01 16:15:10.3520
353319580448469,
353319580448485,
353319580448568,2022-07-29 14:44:23.5590
353319580448683,
353319580448709,2022-09-24 19:59:06.9450
353319580448725,2022-11-05 13:34:23.7530
353319580449046,2022-07-28 20:46:27.9450
353319580449244,2022-08-15 13:15:37.3270
353319580449269,
353319580449327,2022-10-19 17:07:51.8670
353319580449566,2022-10-06 12:51:06.4600
353319580449665,2022-07-27 12:17:23.8140
353319580449962,2022-08-09 19:51:10.2830
353319580450002,2023-01-13 14:44:19.0490
353319580450028,2022-08-09 17:53:41.5570
353319580450044,
353319580450069,2022-11-09 17:38:56.7180
353319580450101,2022-07-27 11:17:44.4830
353319580450127,2022-08-17 19:24:09.5860
353319580450200,
353319580450242,2022-10-24 10:21:09.9250
353319580450267,2023-02-07 18:26:28.7550
353319580450309,2022-08-11 13:29:48.5210
353319580450382,2022-08-05 13:22:06.7200
353319580450408,2022-08-08 12:12:40.8620
353319580450424,2022-09-05 19:53:15.6540
353319580450440,2022-08-20 11:40:39.2160
353319580450507,2022-09-02 08:27:11.9850
353319580450549,2022-08-06 10:36:17.3560
353319580450663,2022-09-23 13:12:04.8700
353319580450721,2022-07-26 11:37:10.4110
353319580450747,2022-07-23 11:15:31.5160
353319580450861,2022-08-31 10:54:01.4120
353319580450903,2022-07-24 12:29:34.3820
353319580450945,2022-09-02 15:18:00.6640
353319580450960,2022-07-28 08:55:41.3900
353319580450986,2022-08-02 14:45:35.0770
353319580451000,2022-07-25 11:44:41.4180
353319580451042,2023-01-12 14:05:51.0380
353319580451083,2022-07-24 23:02:17.0510
353319580451166,
353319580451208,2022-10-04 14:29:29.9610
353319580451224,2022-08-17 13:39:26.4060
353319580451265,2022-07-24 18:22:50.9510
353319580451307,2022-07-25 14:04:57.4580
353319580451323,
353319580451406,2022-07-29 09:17:06.2620
353319580451422,2022-10-27 15:50:43.0880
353319580451448,
353319580451463,2022-07-22 09:01:49.0960
353319580451489,2022-08-29 12:06:44.4910
353319580451547,2022-07-29 16:58:01.4870
353319580451562,2022-07-24 14:46:49.7540
353319580451588,2022-08-08 13:58:07.2150
353319580451620,2022-11-02 15:09:49.1120
353319580451646,2022-10-28 08:08:48.3290
353319580451661,2022-09-19 09:48:12.4230
353319580451703,
353319580451729,2022-12-02 15:23:13.5700
353319580451745,2022-08-11 10:20:01.4510
353319580451760,2022-09-21 10:06:00.0270
353319580451786,2022-08-26 16:39:43.5650
353319580451869,2022-11-29 15:26:54.4710
353319580451885,
353319580451901,2022-09-27 13:17:39.9660
353319580451927,2023-01-10 17:03:43.6180
353319580451943,
353319580451984,2022-08-23 17:22:28.1780
353319580452008,
353319580452065,2022-12-08 12:53:52.7060
353319580452081,
353319580452107,
353319580452123,2022-08-19 06:57:49.0980
353319580452164,2022-08-06 15:47:35.7410
353319580452206,
353319580452305,
353319580452446,
353319580452461,2022-09-13 17:51:09.0830
353319580452487,2022-10-19 17:30:13.6330
353319580452503,2022-07-26 22:35:48.6820
353319580452602,2022-08-27 12:22:35.9200
353319580452628,2022-08-29 08:24:43.8190
353319580452685,
353319580452701,2022-08-08 18:01:14.1440
353319580452727,
353319580452743,2022-09-15 13:15:23.6210
353319580452800,
353319580452842,2022-12-27 19:37:09.0950
353319580452982,2022-09-14 12:50:34.8910
353319580453048,2022-08-18 10:49:41.1030
353319580453063,2022-09-09 07:30:54.6470
353319580453105,
353319580453121,2022-11-11 11:24:13.5880
353319580453147,2022-11-15 17:12:43.2160
353319580453162,2022-08-28 14:40:43.7520
353319580453188,
353319580453204,2022-08-06 21:38:06.9370
353319580453220,2022-08-09 11:08:46.0230
353319580453261,2022-09-03 13:51:27.1980
353319580453287,
353319580453303,2022-08-24 18:14:35.1970
353319580453345,2022-08-29 18:35:15.8930
353319580453360,2022-08-10 08:43:10.9430
353319580453386,
353319580453402,2022-10-08 17:43:40.3230
353319580453501,2022-07-26 11:35:50.1860
353319580453527,2022-07-26 14:39:44.3960
353319580453543,2022-07-25 18:02:42.2860
353319580453568,2023-02-03 12:55:07.7470
353319580453600,2022-07-23 09:36:42.1380
353319580453667,2022-08-11 11:23:47.2700
353319580453683,2022-08-09 15:09:48.1810
353319580453709,2022-10-15 19:41:30.9360
353319580453741,2022-08-08 13:46:44.9230
353319580453782,2022-08-19 13:39:44.5870
353319580453808,2022-10-28 06:46:33.1610
353319580453865,2022-09-17 16:13:12.2600
353319580453881,2022-08-06 15:05:32.9170
353319580453907,2022-09-14 07:29:55.9250
353319580453964,2022-10-08 19:28:56.5970
353319580453980,2022-08-15 14:02:31.0450
353319580454004,
353319580454020,2022-10-07 09:10:47.4290
353319580454046,2022-10-04 15:11:20.0780
353319580454061,
353319580454087,2022-08-03 14:53:43.2730
353319580454145,2022-09-25 16:48:02.9790
353319580454160,2022-10-21 09:37:34.0030
353319580454186,2022-08-11 09:29:10.6120
353319580454202,2022-12-24 17:35:35.8770
353319580454228,2022-12-17 14:46:07.0680
353319580454244,
353319580454269,2022-08-09 13:26:52.3350
353319580454285,2022-11-02 20:25:30.5710
353319580454301,2022-10-16 15:42:50.2700
353319580454343,2022-07-22 19:57:13.4030
353319580454368,2022-08-06 11:15:27.3190
353319580454384,2022-12-28 16:20:17.9130
353319580454400,
353319580454426,2022-08-01 15:59:19.4040
353319580454442,2022-08-08 19:54:19.5480
353319580454483,2023-01-19 19:11:18.0950
353319580454509,2022-11-18 16:14:16.5370
353319580454582,2022-08-06 10:45:22.1150
353319580454608,2022-08-09 09:10:30.0270
353319580454624,2022-10-12 13:24:35.3000
353319580454640,
353319580454764,2022-08-30 14:58:50.7370
353319580454780,2022-08-17 09:59:14.1430
353319580454806,2022-10-05 13:37:34.5000
353319580454848,2022-07-29 08:49:53.7350
353319580454863,2022-08-11 06:41:06.4290
353319580454905,2022-10-19 15:57:15.5580
353319580454921,2022-12-10 12:04:01.1020
353319580454947,2022-08-24 11:19:00.7830
353319580454962,2022-09-19 11:16:25.6360
353319580455001,2022-08-12 08:15:27.5860
353319580455027,2022-08-05 17:10:02.9440
353319580455068,2022-08-26 16:15:41.4240
353319580455100,2023-02-07 15:50:47.3510
353319580455126,2022-09-12 13:14:55.2350
353319580455142,2022-07-26 11:36:41.5380
353319580455183,2022-09-16 12:44:40.9320
353319580455209,2022-09-11 12:23:11.1890
353319580455225,
353319580455241,2022-10-04 16:00:27.6820
353319580455266,2022-07-25 11:29:41.0880
353319580455282,
353319580455324,
353319580455340,
353319580455365,2022-07-23 08:31:20.0470
353319580455381,2022-08-10 19:36:34.3020
353319580455449,2022-08-10 19:04:29.0710
353319580455506,2022-10-11 13:57:48.6180
353319580455522,2022-12-29 11:53:51.4760
353319580455548,2022-07-28 10:51:16.0160
353319580455621,
353319580455720,
353319580455746,
353319580455761,2023-01-10 07:57:32.9420
353319580455787,2022-07-28 14:31:43.9390
353319580455829,2022-10-21 13:51:51.0750
353319580455845,2022-09-05 08:54:14.5710
353319580455886,2022-10-15 08:16:44.8430
353319580455902,2022-08-29 17:18:45.8840
353319580455969,2022-08-06 08:41:06.8520
353319580456009,2022-09-14 15:54:28.8970
353319580456066,2022-08-16 19:46:49.5630
353319580456124,2023-01-24 18:23:17.0910
353319580456140,2022-10-10 19:31:23.1440
353319580456207,2022-10-21 15:38:57.6220
353319580456223,2022-08-31 18:35:33.8690
353319580456280,2022-09-25 13:29:17.2820
353319580456363,2022-10-28 16:53:33.8440
353319580456447,2022-08-11 16:09:36.4250
353319580456462,
353319580456546,
353319580456561,2022-08-02 15:43:43.1780
353319580456587,2022-11-10 08:13:10.8030
353319580456629,2023-02-06 10:51:57.6770
353319580456769,
353319580456827,2022-09-10 15:38:36.7640
353319580456884,2022-09-15 11:21:36.4450
353319580456983,2023-01-20 20:08:43.5660
353319580457023,2023-02-08 10:03:10.3920
353319580457049,
353319580457064,2023-01-18 12:02:31.6910
353319580457106,
353319580457163,
353319580457189,2023-01-07 08:21:33.9850
353319580457247,2022-09-01 15:44:39.8040
353319580457262,2022-09-05 11:18:18.8360
353319580457288,
353319580457304,
353319580457361,
353319580457445,2023-02-10 18:58:28.6830
353319580457528,2022-12-07 13:26:25.4100
353319580457569,2022-12-27 18:36:23.1790
353319580457627,
353319580457684,2022-09-30 16:37:10.7710
353319580457726,2022-09-22 16:10:57.7420
353319580457825,2023-01-28 17:49:30.8250
353319580457866,
353319580457981,
353319580458005,2022-08-08 08:19:41.7570
353319580458021,2023-01-19 16:13:49.2380
353319580458120,2022-09-09 13:02:50.0090
353319580458245,2022-08-06 09:43:02.4490
353319580458260,2022-08-20 12:24:44.1670
353319580458302,2022-09-30 14:35:39.0100
353319580458427,2022-08-22 08:40:49.8510
353319580458443,2022-08-03 10:59:14.4690
353319580458609,2022-12-31 15:29:59.3230
353319580458625,2022-12-29 14:41:46.6920
353319580458641,2022-08-04 09:20:51.9680
353319580458666,2022-08-02 11:43:37.0430
353319580458708,
353319580458864,
353319580459060,
353319580459185,2022-08-24 21:22:14.3940
353319580459300,2022-07-30 14:38:28.3620
353319580459342,
353319580459425,2022-09-01 11:22:08.5770
353319580459441,2022-09-13 14:21:57.4290
353319580459664,2022-09-12 16:42:04.2130
353319580459680,
353319580459789,
353319580460209,2022-08-31 10:39:27.8720
353319580460241,2022-08-02 11:21:40.3580
353319580460266,2022-08-29 11:16:49.1100
353319580460324,2022-08-31 11:49:35.0120
353319580460340,2022-08-05 10:24:43.2910
353319580460449,
353319580460548,2022-09-26 09:01:23.3240
353319580460605,
353319580460621,
353319580460803,
353319580460829,2022-07-29 08:32:03.0690
353319580460845,2022-12-23 10:31:45.3840
353319580460860,2022-09-06 15:03:27.6780
353319580460886,2022-08-11 14:40:45.0560
353319580460944,2022-09-06 18:47:35.6680
353319580461140,
353319580488762,2022-08-19 10:39:42.1920
353319580489604,
353319580489661,2023-02-03 21:38:00.5850
